run_id,geometry,subdivisions,frequency_hz,mode,aca_tolerance,near_rings,cache_policy,cache_capacity,build_passes,replicate,suites,solution_dofs,mesh_nodes,mesh_elements,characteristic_kh,return_code,converged,operator_build_seconds,operator_build_pass1_seconds,operator_build_pass2_seconds,assembly_equivalent_seconds,gmres_seconds,internal_total_seconds,external_wall_seconds,peak_rss_gib,average_effective_cores,hmatrix_gib,cache_estimated_gib,cache_hit_rate,cache_evictions,base_evaluations,entry_requests,near_correction_entries,near_correction_seconds,gmres_iterations,gmres_relative_residual,radiation_efficiency,theory_efficiency,efficiency_error_percent,sound_power_w,theory_power_w,power_error_percent,surface_pressure_rms_pa,surface_pressure_relative_l2_error,online_energy_balance_error_percent,V_mean_rank,V_max_rank,V_bytes,V_entry_queries,K_mean_rank,K_max_rank,K_bytes,K_entry_queries,W_mean_rank,W_max_rank,W_bytes,W_entry_queries,field1_abs_pa,field1_phase_deg,field1_theory_abs_pa,field1_theory_phase_deg,field1_amplitude_error_percent,field1_phase_error_deg
sphere_n24_f700_shared_tol1em04_near1_full_pass1_rep1_cb1ce726d8c1,sphere,24,700,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.0772812158944264,0,True,4.8004529,4.8004529,,5.0877785,1.9430518,7.1246321,8.345745099999988,0.6731033325195312,12.819189100000187,0.1813677102327346,0.4603669047355652,0.5829764155402795,0,5077195,12174839,86306,0.2583854,100,8.561812931705291e-08,0.6208343243054313,0.6218207839164788,-0.1586405016626115,16.189561229507255,16.215285239356994,-0.1586405016626101,327.2208852644204,0.0005816558039377,0.0298828867435842,8.495682210708118,13,63283472,3955217,8.246113989637307,12,62536448,3908528,10.214162348877377,16,68922176,4307636,16.35320450165781,81.99136737740518,16.363722712694386,82.03084824304939,-0.0642776171489166,-0.039480865644208
sphere_n24_f800_shared_tol1em04_near1_full_pass1_rep1_c08568c268dc,sphere,24,800,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.0883213895936302,0,True,5.0137774,5.0137774,,5.299565,1.8791734,7.2746805,8.557752399999998,0.6758689880371094,12.397463221943685,0.1822158396244049,0.4616042077541351,0.5837855169772844,0,5091034,12231756,86306,0.2569534,101,4.3579251537682976e-08,0.6812976443819801,0.6822966629297204,-0.1464199668587721,17.76626951414296,17.792321024690718,-0.1464199668587774,342.7791778729868,0.0005462595242369,0.021820323545634,8.639032815198618,14,63791776,3986986,8.310017271157168,12,62832064,3927004,10.279792746113989,17,69028928,4314308,17.13035189496555,-121.07518901543357,17.140998554201264,-121.0265556830782,-0.0621122462734523,-0.0486333323553651
sphere_n24_f900_shared_tol1em04_near1_full_pass1_rep1_e51b2c2404c5,sphere,24,900,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.0993615632928339,0,True,4.9680957,4.9680957,,5.253313400000001,1.8979389,7.2451103,8.570815599999946,0.6798439025878906,12.511850555401088,0.1832605153322219,0.4644303619861603,0.5835879492398834,0,5122644,12301863,86306,0.2569692,103,2.8543954943094913e-08,0.7300379512086707,0.7310413902999876,-0.1372615975827553,19.03727556329863,19.06344234882089,-0.1372615975827626,354.8244751013578,0.0005218955879437,0.0135763982806162,8.738341968911918,12,64146048,4009128,8.450777202072539,12,63323072,3957692,10.375647668393782,17,69305360,4331585,17.73180857664296,36.42927856452604,17.742731401406214,36.48701971092744,-0.0615622505697746,-0.0577411464014119
sphere_n24_f1000_shared_tol1em04_near1_full_pass1_rep1_8c260c5f0a24,sphere,24,1000,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.1104017369920377,0,True,4.9686639,4.9686639,,5.2514546,1.9361488,7.281056,8.459836100000018,0.6832122802734375,12.877954608245911,0.1846151202917099,0.46790212392807,0.5835091415001764,0,5161475,12392769,86306,0.2551092,105,1.2303233864361841e-08,0.7694079587309598,0.7704110399167627,-0.1302007803407543,20.063931343166058,20.09008879554901,-0.1302007803407644,364.2626967991303,0.0005065324048495,0.0046777732331467,8.844559585492227,13,64554208,4034638,8.650259067357513,13,63950720,3996920,10.493091537132988,17,69724048,4357753,18.2028575830581,-165.6054897840861,18.21422694474954,-165.53890567598796,-0.0624202263753883,-0.0665841080981408
sphere_n24_f1100_shared_tol1em04_near1_full_pass1_rep1_17c66594b8f0,sphere,24,1100,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.1214419106912415,0,True,5.0556714,5.0556714,,5.333201999999999,1.9820721,7.4072957,8.60816460000001,0.6866607666015625,13.10498418991669,0.1858097463846206,0.4715539515018463,0.5829114533471221,0,5202320,12472939,86306,0.249528,106,8.439112886916837e-09,0.801382513633984,0.8023827992716603,-0.1246643919316653,20.89773513609888,20.923819688682656,-0.1246643919316864,371.7513055578577,0.0005006402141853,-0.0055526966413731,8.974093264248705,13,65024432,4064027,8.782383419689118,13,64377616,4023601,10.601036269430052,17,70109648,4381853,18.576286264646065,-7.26708670152911,18.588326824812405,-7.191994036055815,-0.0647748464927381,-0.0750926654733064
sphere_n24_f1200_shared_tol1em04_near1_full_pass1_rep1_ab503c3abd38,sphere,24,1200,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.1324820843904453,0,True,5.0223915,5.0223915,,5.3022155,2.0071498,7.3987372,8.69946950000002,0.6928215026855469,13.40255456886186,0.1871592849493026,0.4753674268722534,0.5825231095940185,0,5244973,12563505,86306,0.2519083,108,7.516077932923629e-09,0.8275355556448786,0.8285345464153728,-0.1205732186806642,21.57973073202045,21.605781518218084,-0.1205732186806722,377.7654412449227,0.0005038782085504,-0.0178142045425272,9.088082901554404,13,65520640,4095040,8.930051813471502,13,64906864,4056679,10.716753022452504,17,70533248,4408328,18.87584002361817,151.37567708968737,18.88881901498097,151.45872136990928,-0.0687125613968052,-0.0830442802219124
sphere_n24_f1300_shared_tol1em04_near1_full_pass1_rep1_3109daa1da07,sphere,24,1300,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.143522258089649,0,True,5.2066222,5.2066222,,5.4949922,1.9993502,7.5888645,8.778695400000004,0.6984710693359375,13.494361969900492,0.1884009689092636,0.4781959056854248,0.582772303548248,0,5276609,12646833,86306,0.2605745,108,4.432570345757624e-09,0.8490978551113019,0.8500970123644872,-0.1175344976694184,22.14201305726266,22.16806818484674,-0.117534497669445,382.6523261809905,0.0005162334332546,-0.0326273282853482,9.20293609671848,13,65895872,4118492,9.102763385146805,14,65553520,4097095,10.808290155440414,18,70844608,4427788,19.118790926346826,-49.73099362841808,19.133029434408552,-49.64111142552098,-0.0744184715261238,-0.0898822028971153
sphere_n24_f1400_shared_tol1em04_near1_full_pass1_rep1_7d682cf70f11,sphere,24,1400,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.1545624317888528,0,True,5.2503315,5.2503315,,5.5337514,2.0387027,7.6653761,9.042672100000004,0.7079734802246094,12.665653301649632,0.189499944448471,0.4813037812709808,0.5824586355469215,0,5311370,12720584,86306,0.2553086,108,3.153737083190713e-09,0.8670170637887868,0.8680215722071402,-0.1157239002481381,22.609294125191724,22.6354887956663,-0.1157239002481474,386.6652707561623,0.0005359301988444,-0.0504815346162242,9.31433506044905,14,66319296,4144956,9.253022452504318,13,66125520,4132845,10.865284974093264,17,71029200,4439325,19.31790749961297,109.3702540233018,19.33369014128904,109.46554826163312,-0.0816328469150309,-0.09529423833132
sphere_n24_f1500_shared_tol1em04_near1_full_pass1_rep1_04663d5e99e7,sphere,24,1500,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.1656026054880566,0,True,5.4589218,5.4589218,,5.7582668,4.2036309,10.057859,11.440218500000016,0.7300567626953125,10.001399122368085,0.1907884925603866,0.4848866760730743,0.5821488106127739,0,5351444,12807057,86306,0.2713987,107,2.171039923521852e-09,0.8820338295780916,0.8830426153420795,-0.1142397599460241,23.00088788812857,23.027194099390023,-0.1142397599460283,389.9963001447591,0.0005598539592043,-0.0699415774490423,9.46286701208981,15,66891584,4180724,9.369602763385148,13,66580320,4161270,10.971502590673577,17,71385680,4461605,19.482738425167145,-91.3540245979948,19.50025659979625,-91.25546221215777,-0.0898356108262169,-0.0985623858370274
sphere_n24_f1600_shared_tol1em04_near1_full_pass1_rep1_d6f709bcd102,sphere,24,1600,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.1766427791872604,0,True,5.8071964,5.8071964,,6.107454499999999,2.1524132,8.3509008,9.620647599999984,0.7487220764160156,12.381531618110657,0.1919432282447815,0.4887140095233917,0.5813395112751318,0,5394252,12884550,86306,0.2718107,107,1.328283348139479e-09,0.8947091537431916,0.8957286484778745,-0.1138173638205412,23.33142363436702,23.358009104570808,-0.1138173638205552,392.7849481728721,0.0005903680116804,-0.0902344877406734,9.56908462867012,14,67278992,4204937,9.49481865284974,13,67064448,4191528,11.085492227979277,18,71754032,4484627,19.620494477780884,68.06956343426576,19.639830124877214,68.16849233421296,-0.0984511931793229,-0.0989288999471966
