run_id,geometry,subdivisions,frequency_hz,mode,aca_tolerance,near_rings,cache_policy,cache_capacity,build_passes,replicate,suites,solution_dofs,mesh_nodes,mesh_elements,characteristic_kh,return_code,converged,operator_build_seconds,operator_build_pass1_seconds,operator_build_pass2_seconds,assembly_equivalent_seconds,gmres_seconds,internal_total_seconds,external_wall_seconds,peak_rss_gib,average_effective_cores,hmatrix_gib,cache_estimated_gib,cache_hit_rate,cache_evictions,base_evaluations,entry_requests,near_correction_entries,near_correction_seconds,gmres_iterations,gmres_relative_residual,radiation_efficiency,theory_efficiency,efficiency_error_percent,sound_power_w,theory_power_w,power_error_percent,surface_pressure_rms_pa,surface_pressure_relative_l2_error,online_energy_balance_error_percent,V_mean_rank,V_max_rank,V_bytes,V_entry_queries,K_mean_rank,K_max_rank,K_bytes,K_entry_queries,W_mean_rank,W_max_rank,W_bytes,W_entry_queries,field1_abs_pa,field1_phase_deg,field1_theory_abs_pa,field1_theory_phase_deg,field1_amplitude_error_percent,field1_phase_error_deg
sphere_n24_f100_shared_tol1em04_near1_full_pass1_rep1_00ec0f211563,sphere,24,100,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.011040173699203775,0,True,3.5186662,3.5186662,,3.7987873,6.4852601,10.3744318,11.533080100000006,0.6418075561523438,10.283711426481815,0.17870236933231354,0.4256550073623657,0.6091230130516321,0,4688949,11995971,86306,0.2523241,338,1.2708688002282844e-08,0.03218582861319474,0.03246664718655947,-0.8649447901136708,0.8393131994412574,0.8466361345785142,-0.8649447901136905,74.7369451723974,0.001433017425759877,0.665729932267033,8.078583765112263,12,61851776,3865736,8.018134715025907,12,61626976,3851686,10.146804835924007,17,68401456,4275091,3.7352758161954154,-119.7984446214786,3.7391097738768178,-119.79744743032941,-0.10253664410144395,-0.00099719114916752
sphere_n24_f200_shared_tol1em04_near1_full_pass1_rep1_bf3e28340032,sphere,24,200,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.02208034739840755,0,True,3.6529085,3.6529085,,3.931397,3.3425966,7.3694111,8.667777000000001,0.6500892639160156,11.34193904342487,0.17862649261951447,0.4333363175392151,0.6017920787958915,0,4774863,11990879,86306,0.2485412,179,1.1541030355970583e-08,0.11789101510524139,0.11834025484060545,-0.3796170085734175,3.0742562592529854,3.085971130544197,-0.37961700857343283,142.69574162844322,0.000995754250958768,0.18773276076973233,8.090673575129534,12,61848272,3865517,7.988773747841106,12,61585424,3849089,10.137305699481866,17,68365040,4272815,7.1317672690251,31.04167324840661,7.1386443336210945,31.04503938755502,-0.09633572250693946,-0.003366139148397451
sphere_n24_f300_shared_tol1em04_near1_full_pass1_rep1_293200d9626e,sphere,24,300,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.03312052109761132,0,True,3.9438128,3.9438128,,4.2209436,3.328654,7.6444058,8.93470069999998,0.6532669067382812,11.453757642502817,0.1786232590675354,0.4391968548297882,0.5963182016138892,0,4840412,11990662,86306,0.2491035,179,1.3748124000712125e-09,0.23131660262213122,0.23195374218901246,-0.274683892084853,6.03206709896763,6.048681853703213,-0.2746838920848667,199.79441471994838,0.0008501067497687968,0.09841571964250415,8.063039723661486,13,61706528,3856658,8.045768566493955,12,61746144,3859134,10.12607944732297,17,68342592,4271412,9.985425918480056,-177.0494988152419,9.994249484759207,-177.04171211022557,-0.08828643203881095,-0.007786705016314954
sphere_n24_f400_shared_tol1em04_near1_full_pass1_rep1_9913033416e0,sphere,24,400,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.0441606947968151,0,True,4.1794239,4.1794239,,4.4977179,3.3188774,7.9105679,9.171790500000014,0.6541786193847656,11.351617407495311,0.17795507609844208,0.4413447678089142,0.5927918223452369,0,4864436,11945821,86306,0.2911447,179,4.056360209046701e-10,0.348546946356184,0.3493385723350666,-0.22660709167933493,9.089094962177263,9.109738275142163,-0.22660709167934695,245.21311869261584,0.0007600505439831712,0.06626925393628386,8.08376511226252,13,61753184,3859574,8.033678756476684,12,61581984,3848874,9.966321243523316,17,67742640,4233915,12.255303052181414,-23.91321401431129,12.265147213269213,-23.89910137824225,-0.08026125505569441,-0.01411263606902935
sphere_n24_f500_shared_tol1em04_near1_full_pass1_rep1_8e2cbde183c0,sphere,24,500,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.05520086849601887,0,True,4.3085271,4.3085271,,4.5957957,3.3572672,8.0481884,9.171598499999988,0.6606979370117188,12.100799976765217,0.1782980114221573,0.4476986527442932,0.5876371426291699,0,4935503,11968835,86306,0.259369,179,1.1824775212260887e-10,0.45530330797080343,0.45619738812194427,-0.1959853726522977,11.8729917045697,11.896306725637803,-0.19598537265231702,280.24109142592005,0.0006861891208456286,0.049392166200193606,8.2279792746114,13,62341040,3896315,8.032815198618307,12,61550896,3846931,9.88341968911917,17,67554096,4222131,14.005784910026671,130.4065685190799,14.016058191842701,130.42837801982913,-0.07329651229622347,-0.02180950074921384
sphere_n24_f600_shared_tol1em04_near1_full_pass1_rep1_26e9446f4c59,sphere,24,600,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.06624104219522264,0,True,4.6243289,4.6243289,,4.9107627,3.3663047,8.3700466,9.611989499999993,0.6692008972167969,12.011765186093912,0.1804497390985489,0.4562206566333771,0.5846840253656435,0,5030820,12113235,86306,0.2586735,179,3.724647991858053e-11,0.5461504253724353,0.5471054790457368,-0.1745648160876248,14.242021431370658,14.266926465316196,-0.17456481608764196,306.91660002512384,0.0006284013922661395,0.038482122439511615,8.381692573402418,13,62877072,3929817,8.155440414507773,13,62090464,3880654,10.17357512953368,17,68788896,4299306,15.338733568864614,-74.23486325602822,15.349174615226115,-74.20441140495198,-0.06802350369474663,-0.03045185107623638
sphere_n24_f700_shared_tol1em04_near1_full_pass1_rep1_cb1ce726d8c1,sphere,24,700,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.07728121589442642,0,True,4.8004529,4.8004529,,5.0877785,1.9430518,7.1246321,8.345745099999988,0.6731033325195312,12.819189100000187,0.18136771023273468,0.4603669047355652,0.5829764155402795,0,5077195,12174839,86306,0.2583854,100,8.561812931705291e-08,0.6208343243054313,0.6218207839164788,-0.1586405016626115,16.189561229507255,16.215285239356994,-0.15864050166261012,327.22088526442036,0.0005816558039377867,0.029882886743584258,8.495682210708118,13,63283472,3955217,8.246113989637307,12,62536448,3908528,10.214162348877375,16,68922176,4307636,16.35320450165781,81.99136737740518,16.363722712694386,82.03084824304939,-0.06427761714891668,-0.03948086564420805
sphere_n24_f800_shared_tol1em04_near1_full_pass1_rep1_c08568c268dc,sphere,24,800,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.0883213895936302,0,True,5.0137774,5.0137774,,5.299565,1.8791734,7.2746805,8.557752399999998,0.6758689880371094,12.397463221943683,0.1822158396244049,0.46160420775413513,0.5837855169772844,0,5091034,12231756,86306,0.2569534,101,4.3579251537682976e-08,0.6812976443819801,0.6822966629297204,-0.14641996685877212,17.76626951414296,17.792321024690718,-0.14641996685877748,342.7791778729868,0.0005462595242369016,0.02182032354563407,8.639032815198618,14,63791776,3986986,8.310017271157168,12,62832064,3927004,10.279792746113989,17,69028928,4314308,17.13035189496555,-121.07518901543357,17.140998554201264,-121.0265556830782,-0.06211224627345235,-0.048633332355365155
sphere_n24_f900_shared_tol1em04_near1_full_pass1_rep1_e51b2c2404c5,sphere,24,900,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.09936156329283397,0,True,4.9680957,4.9680957,,5.253313400000001,1.8979389,7.2451103,8.570815599999946,0.6798439025878906,12.511850555401088,0.18326051533222198,0.4644303619861603,0.5835879492398834,0,5122644,12301863,86306,0.2569692,103,2.854395494309491e-08,0.7300379512086707,0.7310413902999876,-0.13726159758275536,19.03727556329863,19.06344234882089,-0.13726159758276263,354.8244751013578,0.0005218955879437915,0.013576398280616206,8.738341968911918,12,64146048,4009128,8.450777202072539,12,63323072,3957692,10.375647668393782,17,69305360,4331585,17.73180857664296,36.42927856452604,17.742731401406214,36.48701971092744,-0.06156225056977469,-0.057741146401411925
sphere_n24_f1000_shared_tol1em04_near1_full_pass1_rep1_8c260c5f0a24,sphere,24,1000,shared,0.0001,1,full,0,1,1,frequency_sweep_100_3000,10374,3458,3456,0.11040173699203774,0,True,4.9686639,4.9686639,,5.2514546,1.9361488,7.281056,8.459836100000018,0.6832122802734375,12.877954608245911,0.1846151202917099,0.46790212392807007,0.5835091415001764,0,5161475,12392769,86306,0.2551092,105,1.230323386436184e-08,0.7694079587309598,0.7704110399167627,-0.13020078034075433,20.063931343166058,20.090088795549015,-0.13020078034076443,364.26269679913025,0.0005065324048495996,0.004677773233146758,8.844559585492227,13,64554208,4034638,8.650259067357513,13,63950720,3996920,10.493091537132988,17,69724048,4357753,18.2028575830581,-165.6054897840861,18.21422694474954,-165.53890567598796,-0.06242022637538838,-0.06658410809814086
