mode,operator_build_mean,operator_build_sd,wall_mean,wall_sd,peak_mean,peak_sd,n
independent,19.978627499999998,0.17280847353035064,27.013415933333345,0.09784728615707619,0.9591560363769531,0.0005474987687558107,3
joint,6.468957133333333,0.23618106155469706,14.964680899999967,1.9695735670369747,0.9897244771321615,0.0012759026636996141,3
shared,9.448836266666666,0.870495507057287,16.350134966666648,1.4351699568545824,1.1335055033365886,0.001314473680677477,3
